Id,Tweet,Nom
1338824009773961234,RT @Franklin_Graham: Democratic Congresswoman @TulsiGabbard is getting attacked by the left for being bold enough to do the right thing. Sh…,Recovering Liberal
1338824008687468545,SSM Health St. Mary's Hospital to get thousands of doses on Tuesday. https://t.co/5fRNzvpgZD,The Capital Times
1338824005864857601,"RT @simondolan: 9 months late.

Taxpayer money being thrown around to their mates like confetti for all this time, and now they decide to l…",jim
1338824003084046336,"Their FASCISM has become very apparent! They no longer protect democracy! @HouseGOP @SenateGOP @GOP 
PA Attorney Ge… https://t.co/z6oWuXedtv",Zee Marcum
1338823999057403904,RT @Shehzad_Ind: So AAP in Delhi notified the new farm laws and in its 2017 Punjab manifesto promised private push to agri markets and amen…,veepi
1338823998080217088,"RT @TiffanyDCross: Let's just remember that many of these ""conservative"" ideologies was the food that helped fuel the monster that is now e…","Big Daddy, Uncle Mont"
1338823996058591232,"RT @Slate: From Rudy Giuliani to Ben Carson, the president ensures that some people who get sick with COVID get access to the best medical…",tiff
1338823993818804226,"British PM Boris Johnson will visit India in January to boost trade ties, his first major bilateral trip since taki… https://t.co/lDe9vwIzfR",Bloomberg Politics
1338823992682156034,"RT @SteveSchmidtSES: He departs as a disgrace. He has shamed himself, debased himself and betrayed his oath of office. He has lied to the A…",SHARON J CHARTER
1338823989553209344,@alexndenoyer what does trump have to do with anything? i don’t even live in america idgaf about american politics.… https://t.co/nw6CxQLyqc,bubbles
1338823989142151171,Decentralization: Togo could hold regional elections in 2021 https://t.co/x5FCvpJiun https://t.co/hWQWpGfdYE,TogoFirst
1338823988441706499,"RT @CharlesTannock: This one won't age well I'm pretty sure! Brexit will REDUCE food, wine and clothes costs by 20% - Rees-Mogg fires back…",Frederick Parsonage
1338823987267252229,Scope of Russian Hack Becomes Clear: Multiple U.S. Agencies Were Hit https://t.co/GErFGUu6ac Hackers put malware in… https://t.co/S0JJLAIx9Z,Patrick M. Cronin
1338823986294231040,@navin_nath @ashishjaggi_1 It shows the real weakness of our country was  is  religion and is easily exploited to c… https://t.co/ngqZAtorDo,Amrik. Singh
1338823983916003329,@sincesixaneagle @jfranklynh I wondered which useless Williamson you meant. Theres more than one in politics....,Peter hardwick
1338823981865066499,RT @Dorianlynskey: All I want for Christmas is for one terrible person in politics or the media to face some kind of consequences for their…,Syrian Freedom
1338823980539580423,"Biden's win confirmed, vaccinations begin, AG Barr to step down https://t.co/fAeRV6L1Mt",Verlina
1338823978597617667,"RT @CNNPolitics: Maryland Gov. Larry Hogan skewers Republicans' ""embarrassing"" refusal to accept election results https://t.co/gvOnoUOOlH h…",CMCD
1338823978476064771,"@anthea_bailey I would love to see the viewing figures  for the breakfast show , the woke dramas , politics show et… https://t.co/edG5b5vYmT",Bryan Martin
1338823976647348224,RT @Dorianlynskey: All I want for Christmas is for one terrible person in politics or the media to face some kind of consequences for their…,AckAck.AckAckAck.
1338823974386544641,RT @psimonk: @respros Which no doubt would play out well if we were electing a Mayor in rural Norfolk. But who is going to swing their vote…,M M K
1338823973690281987,"World-beating English nationalist Government discovers rain in the UK!!! 
#BrexitBritain  https://t.co/nz5zjJbcyW",Pierre Purseigle
1338823970028548097,"@LindseyGrahamSC Reminder, AG  Barr said, 

“To date, we have not seen fraud on a scale that could have effected a… https://t.co/3bP7739uLS",Navy Veteran
1338823964731305989,RT @CNNPolitics: JUST IN: The Electoral College affirms President-elect Joe Biden's election victory https://t.co/jsgAL2P9zx https://t.co/J…,Hannah Burkhart
1338823963690954753,Turkey tests first indigenous helicopter engine https://t.co/qBRv7JQuuS,ExBulletin
1338823963082952706,RT @508gloryFelix: #TheResistance  It's a done deal! https://t.co/vF6sYGpn7j,@walkingaway
1338823960918540291,"RT @wesrap: TX presidential electors cast all 38 votes for Trump &amp; Pence... they also voted to ""condemn"" SCOTUS tossing out TX election law…",Anthony
1338823960453124098,"Kasich praises Biden for these two speech moments
https://t.co/X3JkZ19ZzZ",K.Street1111 SOS America
1338823959098191872,@HarrisonSmith85 It’s easier than you think. People come at you left and right for pictures at these events. You’re… https://t.co/FmtNu4ssW1,Warren T. Carrigan
1338823958267912192,"RT @svdate: Now where would Americans have gotten the idea that the coronavirus was not really a serious threat?

What sort of person could…",Lester Moe
1338823958104305666,RT @zenjournalist: Very interesting article — the protests against King Vajiralongkorn may have forced him to abandon his life in Germany a…,Mary Calhoun
1338823957953327105,The Memo: High stakes for Trump in vaccine roll-out https://t.co/cHaLrw9iFz,CathyW
1338823955138940929,"Hillary Clinton calls for abolishing Electoral College after casting electoral vote for Biden

https://t.co/lccWrrawcO
PATHETIC HILLARY.",prentissimpson
1338823952706252802,"RT @BrianKempGA: After calling for a signature audit repeatedly since the November 3rd election, I am glad Secretary Raffensperger has fina…",Conservative DJP
1338823951393280000,"@sakshijoshii @priyankac19 Congress every time politics.. 
Ab Es se kuch NH hoga jao Jake Ho jao",prince Kumar singh
1338823950952886272,RT @inyoungk: Analysts said it was hard to know which was worse: that the federal government was blindsided again by Russian intelligence a…,Sara Jo Dyer
1338823950604914689,"RT @UKLabour: Too many families are facing hardship this Christmas because of our failing social security system. Let's change it.

https:/…",Gary hazelhurst
1338823950546006017,Betsy DeVos: Teachers unions have been playing politics with children's ... https://t.co/aAjGVIQ20D via @YouTube,SillyLunchLady
1338823946796474368,"On the campaign trail, Biden played politics and spread fear about the safety of a potential COVID vaccine.

Here’s… https://t.co/oFwSJnZSYu",Chad Gilmartin
1338823946557419521,RT @InTheNoosphere: No one has lost quite like Donald Trump in nearly 150 years | CBC News https://t.co/JCd0gvyVsL,Lkrome
1338823946037321730,Brexiteers have something else to blame now: the weather. Kent lorry park will not be ready in time for Brexit day… https://t.co/Vx3JGCM1Mm,Phil Burns
1338823944787415041,@AlexA46254817 @TheRightMelissa @realDonaldTrump https://t.co/FLkhe1bw4d. Easy to find from reputable source.,𝕸𝖆𝖗𝖎𝖕𝖔𝖔𝖕𝖔𝖔𝖕𝖔𝖔
1338823944774807553,RT @tan123: DNI Ratcliffe: China 'greatest threat' to freedom since World War II https://t.co/NRiSlAY6kp,Riann 🚜
1338823944028229633,Fake electors try to deliver Arizona's 11 votes for Trump https://t.co/PDbqUQONKm via @usatoday,Andrew
1338823934326792192,"RT @saletan: ""While President Trump was complaining about the hack that wasn’t — the supposed manipulation of votes in an election he had c…",Christina Davidson
1338823932934283265,@DutytoInform @sullydish With God On Our Side by PBS should be required watching for a Christians involved in polit… https://t.co/3XQW9rZkl4,DawgInExileNC
1338823931399114752,"RT @Sillyshib: Watching Nicola Sturgeon on IT news. I do not give a toss what your politics are, you cannot deny she cares and she tries to…",Pamela Ann Jarvis
1338823930526588929,RT @Dorianlynskey: All I want for Christmas is for one terrible person in politics or the media to face some kind of consequences for their…,w-worldly-troper
1338823929402712064,"Just seen the Daily Politics ""show"" on BBC.  Should we rethink the Christmas plan.  I think that might upset rather a lot of Christians.😇",Samuel Scot
1338823929268473860,RT @kylegriffin1: Reminder: Trump said in November that he'd leave office if the Electoral College voted for Biden. https://t.co/qSpGrS0NKA,Rich Berger
1338823928513507330,@IngridDreamlife @jobreauxx @CACEAfrica That’s another angle we need to look at...but playing games and politics an… https://t.co/z7QndLS2nP,dosunmu tejumola(capsule)
1338823928488357888,"RT @HumzaYousaf: The far-right turned up at my constituency office with a banner displaying the words:

""It's okay to be White"" &amp; ""All live…",Bellamaria
1338823927934689285,"RT @WillHayCardiff: Hard to ignore the fact the Welsh Government's own plan says we really should be in a lockdown right now.

https://t.co…",Geoff Cripps
1338823927322324994,"RT @BrianKempGA: After calling for a signature audit repeatedly since the November 3rd election, I am glad Secretary Raffensperger has fina…",Hjtorrespr
1338823923824087040,RT @EconomicTimes: Farmers protest: Key protestors' meeting at Singhu border today as the stir enters Day 20 | Track the day's latest #news…,kuldeep Jharwal
1338823923190931459,RT @Aviatrixone: Stacey Abrams Brags about fraud / She Has 1.2 Million Absentee Ballots for Ga. Runoff https://t.co/ciHas7M1iH,Sean Postlewaite
1338823919311220737,"RT @GarethDennis: Well, the NIC have reported, and whilst I am sure there are some good bits and pieces in amongst it, my overriding though…",Calum
1338823918677848064,Kent lorry park will not be ready in time for Brexit day deadline https://t.co/InfezpDEld,Matt Lake
1338823918447017984,I certainly hope so. Most divisive and Racist President in our History. even Jefferson Davis was not as Poisonous a… https://t.co/HhbE1CSAZL,Jesus bonilla
1338823916941402112,"@ABirkigt Yes, ""feminists"" who are closely collaborating with the Trump-aligned hard-Right Christian extremists in… https://t.co/CQqAnnEaGc",Dr Jess Birch 🛡🏳️‍🌈
1338823912340197376,RT @MotherJones: What Biden can do to boost the economy without any help from Congress https://t.co/1p0QUlfS8k,SharonCapel
1338823911736274945,RT @AP: The Electoral College has finished voting to solidify Joe Biden’s victory in the presidential election. With Hawaii reporting its e…,mistercreek 🍓#DansLaMesureDuPossible
1338823911685939201,"RT @holyroodmandy: “I didn’t let myself think that this could be the end. If I’m honest, I just didn’t want to let myself go there."" My @Ho…",Neil Gray MP
1338823911333617664,RT @GOPChairwoman: Multiple members of Joe Biden's family are trying to use the Biden name to profit off of coronavirus in the US and aroun…,baby
1338823909462913024,RT @joncstone: Government advisors suggest downgrading HS2 Midlands-Yorkshire link https://t.co/8XPZENjuJf,Kevin Newman
1338823907403567105,"""Women in Leadership positions shd learn to create space for other women. Mentor others for the very positions your… https://t.co/VuOawYEf6w",Justus Abitekaniza
1338823907403501568,"RT @simondolan: 9 months late.

Taxpayer money being thrown around to their mates like confetti for all this time, and now they decide to l…",📣 Jon Shackleton #meritocracy #GTTO
1338823906937880581,RT @MadisonSiriusXM: The need for direct payments to all Americans transcends politics. It transcends race. Even if you are lucky enough to…,SoTiredOfPolitics
1338823905801342976,@saintlymark @TheSimonEvans Its not even about politics as such - its about having an 'acceptable' set of opinions.… https://t.co/t0Arr4K1iw,Northern Bird
1338823904115220481,"RT @freep: #BREAKING: Michigan House punishes GOP Rep. Gary Eisen, pulls him from committees after he hinted at Electoral College disruptio…",Dr. Basement Biden
1338823903813148672,"RT @gchikermane: What Actually Will Farmers Lose, and Gain? Agri Interests are Missing in Protest Politics https://t.co/geN68FWEgS 

My @or…",Jaidev
1338823901556711426,RT @jimsciutto: The driving force behind the election fraud claims? A GOP effort - already underway - to restrict voting access.  https://t…,colette flanigan
1338823899186860033,"RT @Bulamacartoons: To you it’s about politics, to me it’s about human lives.
#SecureNorth",Itodo Emmanuel
1338823898591334404,"RT @washingtonpost: Analysis: Trump, who often portrayed liberal protesters as ""thugs,"" is silent on violence among his supporters https://…",Marlon S McNeill Sr
1338823898289213445,"RT @peggymel2001: Nasty saga you nearly missed

11 years old.  The real details of the Michael Towke Affair.  Great article if you are able…",Toni Sanders
1338823897295298561,RT @OhBrokenBritain: True to form! Barnier STILL giving out his EU orders! Barnier rings EU alarm bell on UK fishing masterplan - Spain and…,CaroB
1338823895252676608,RT @GOPChairwoman: Multiple members of Joe Biden's family are trying to use the Biden name to profit off of coronavirus in the US and aroun…,🏴󠁧󠁢󠁳󠁣󠁴󠁿 SEA RAVEN PRESS 🏴󠁧󠁢󠁳󠁣󠁴󠁿
1338823892400541696,RT @CNN: The Trump administration will sanction Turkey for its purchase of a Russian surface-to-air missile system more than a year after A…,Tracy Lee Brewer
1338823892329230342,"Congressman leaves GOP over his disgust with Trump
https://t.co/7UG5FMjC7R",K.Street1111 SOS America
1338823890357932032,"RT @CNNPolitics: Rep. Paul Mitchell announces he's quitting the Republican Party, citing President Trump's efforts to overturn the election…",HAROLD MILLER
1338823889590292480,"RT @TheOnion: @Jim_Jordan @RepAndyBiggsAZ @RepKevinBrady . @replouiegohmert, America will never be destroyed without your help. https://t.c…",maddog301
1338823889179308034,@GPristo @Whatcrap64 @BathEcho @bathnes @landatthebottom @DisasterWera Is @CllrDineRomero  the one who was hoping t… https://t.co/HDadnRD0k8,JackSLBath
1338823886398517248,"Sorry, the Hunter Biden Story Is Still Not a Thing https://t.co/jdPg8o60A7",Y THO
1338823882057404417,RT @DaShaunLH: Lizzo has never positioned herself as a fat liberationist. she has always been a Black woman who was also fat and therefore…,🧚🏽‍♂️ 🦑
1338823881575059456,RT @JackPosobiec: Trump Wins One of Two Wisconsin Supreme Court Decisions today  https://t.co/jwxGTKQjzp,Devra
1338823876764119041,"RT @Variety: London and some other parts of the U.K. are going into the highest level of COVID-19 restrictions later this week, dealing a s…",RayManta82
1338823875631714304,"Are you interested in pursuing an interdisciplinary PhD in EU Law &amp; Politics? If so, don't miss the chance to work… https://t.co/O6Ub81NSJs",EUPoLex
1338823874406965251,“We cannot leave for the holidays without getting relief to those Americans who need it.” https://t.co/68rLOkD6Gp,WSLS 10
1338823873312112640,"RT @larryelder: (FLASHBACK May, 2020) @NBCNews Fact Check: Coronavirus Vaccine Could Come This Year, Trump Says. Experts Say He Needs A 'Mi…",get1pinoy🇺🇸
1338823871802318848,RT @MSNBC: President-elect Biden gives his most scathing indictment yet of the attempts by President Trump and his allies to overturn Novem…,Salty_Swift
1338823870816669696,"RT @NaijaInplay: I have Purposely Stopped Tweeting About Nigeria and it's Politics.

Just My games and liveplays.

It's already Hard being…",Wayne
1338823866076909569,RT @SPIRALlZE: unironically love when people just lie. like not about stuff that matters like politics or serious issues but when people ar…,TheNightwingDoesStuff
1338823865838039040,"RT @NYDailyNews: America voted. The Supreme Court ruled. Now, the Electoral College affirms Biden's win over conspiracy-mad president...

I…",Mike Marchese
1338823865028517888,Electoral College Vote Officially Affirms Biden’s Victory https://t.co/Hfj6uAoTfv,Greg Jarboe
1338823864198041602,"RT @Gideonarchitect: These three musketeers have survived in politics just by merely "" Threatening to run for President"" 😂😂😂😂 https://t.co/…",Godfrey🇰🇪 Ombaso🇧🇭
1338823859286511617,"In Lewis’s “Meditation on the Third Commandment,” he shows how any attempt to set up a Christian political party wi… https://t.co/Ko8ia78bm8",K. Alan Snyder
1338823855759122434,"RT @simondolan: 9 months late.

Taxpayer money being thrown around to their mates like confetti for all this time, and now they decide to l…",Paul P Rose
1338823854597160960,"Today’s mood 🌈  
#indianpolitics #politics https://t.co/nEOH8Wszg7",Anmol
1338823851065663489,RT @CNN: The Trump administration will sanction Turkey for its purchase of a Russian surface-to-air missile system more than a year after A…,سليمان
1338823850843365379,@JohnSwanYT how about bitwave (except you get the boring genre which is politics),ownrage
1338823849748561922,"RT @nargunduandhra: After 2014 MODI
Indian Health ❌
Indian Wealth❌

It's time to Clean Indian Politics.. RT https://t.co/rYKVOxiRpn",Secular Sharad
1338823846917443586,"RT @GarethDennis: Well, the NIC have reported, and whilst I am sure there are some good bits and pieces in amongst it, my overriding though…",Curtis Howard
1338823839803994112,"RT @wesrap: TX presidential electors cast all 38 votes for Trump &amp; Pence... they also voted to ""condemn"" SCOTUS tossing out TX election law…",Inspector Reality 🕵️‍♂️ 🇩🇪 🇬🇷 🇺🇸
1338823833462030338,"RT @CNNPolitics: Rep. Paul Mitchell announces he's quitting the Republican Party, citing President Trump's efforts to overturn the election…",Jorge Belon
1338823832736583680,RT @CNN: The Trump administration will sanction Turkey for its purchase of a Russian surface-to-air missile system more than a year after A…,John Seibel
1338823832665169921,RT @DaShaunLH: Lizzo has never positioned herself as a fat liberationist. she has always been a Black woman who was also fat and therefore…,"💫 Anyssa la bruja 🔮🌱💫(ACAB, BLM AND FUCK ICE)"
1338823826835173382,Just like Reichsfuhrers before him | William Barr Is Out as Attorney General https://t.co/oR5Jx6Ei4c,Rural Freedom Network
1338823823764975617,"RT @Eugene_Scott: An Arizona group sent the National Archives in Washington, D.C., notarized documents last week intended to deliver, wrong…","Voted, Poll Worker"
1338823821869150212,"RT @svdate: Now where would Americans have gotten the idea that the coronavirus was not really a serious threat?

What sort of person could…",marion davidson
1338823819608412160,"RT @svdate: Now where would Americans have gotten the idea that the coronavirus was not really a serious threat?

What sort of person could…",Dave Neal
1338823815288287233,"RT @SocialM85897394: Will the @bbc be injecting race politics into childrens, sport, news, comedy &amp; all TV in future?

Oh, hang on they alr…",74oldgal
1338823814315204611,Electoral college affirms Biden’s victory on a relatively calm day of a chaotic election. https://t.co/IYa5YbtdJn,Fernando Santillán
1338823811072978944,"@devonlass @nickynoo007 This is a really good discussion and the more we talk about this, the better 
In many ways… https://t.co/IFLwZYr5vO",Richard V Day No Deal Never Voted For
1338823810561302533,"RT @ma_nyc7: Analysis | Trump, who often portrayed liberal protesters as ‘thugs,’ is silent on violence among his supporters https://t.co/L…",Tom
1338823808216657921,"Pollak: Biden's Phlegmatic, Divisive Speech Burns Bridges to Trump's America https://t.co/pP6WtiyAR1 via @BreitbartNews",John Schwartz
1338823805473525761,RT @jimsciutto: The driving force behind the election fraud claims? A GOP effort - already underway - to restrict voting access.  https://t…,Salty_Swift
1338823804890464257,@annamalai_k @Tejasvi_Surya Accept my enormous pranam to both of you. I am very delighted to get to know anna malai… https://t.co/Hn5pCFaQLk,vaibhav mishra
1338823804815020033,RT @Dorianlynskey: All I want for Christmas is for one terrible person in politics or the media to face some kind of consequences for their…,john graham
1338823802197721089,"‘This is perfection!’ Locsin stops by MOS Burger for cheeseburger fix
https://t.co/SPgTPixm4q",Politiko
1338823801673379848,@will36230456 @ericlo @AOC @Marmel Her politics leads to socialism. How many people has socialism brought out of po… https://t.co/7zYyT2Jtam,LandscaperPhotog
1338823801505800192,"@Politics_Polls Too soon. 
Please.",JeaBeck
1338823800373342209,"RT @GauravPandhi: Dear @ArvindKejriwal, farmers have a message for you and your sickening politics.

AAP workers are being ridiculed at the…",Rekha Rajiv
1338823798548738048,RT @CNN: The Trump administration will sanction Turkey for its purchase of a Russian surface-to-air missile system more than a year after A…,William
1338823797894504451,@jeremycorbyn Interfering in other nation's politics again Grandad. How are the brussel sprouts doing on the allotment?,warren69
1338823796799676417,"RT @nargunduandhra: After 2014 MODI
Indian Health ❌
Indian Wealth❌

It's time to Clean Indian Politics.. RT https://t.co/rYKVOxiRpn",Ankit Mayank
1338823796338413574,"Don't be so quick to celebrate Traitor Barr's departure new guy is worse!
https://t.co/zKII0UJLoI",K.Street1111 SOS America
1338823791942770690,"RT @TheOnion: @Jim_Jordan . @RepRWilliams, America will forever be in your debt for exposing massive amounts of voting. https://t.co/gP56zo…",My Box My Choice aka AuntieFAH!
1338823790382493696,"Some good news from #Ukraine. 

Two months after the Constitutional Court killed the online asset declaration syste… https://t.co/w9zUabsEMW",Oleksiy Sorokin
1338823789874978818,RT @CNNPolitics: JUST IN: The Electoral College affirms President-elect Joe Biden's election victory https://t.co/jsgAL2P9zx https://t.co/J…,Tobechukwu
1338823788490846209,@LibsAreScum456 @FanbeltX @BetfairCS @Betfair He has lost. Repeatedly. The stunt yesterday in numerous states amoun… https://t.co/0Dza3AYtbD,Kansas Liberal
1338823787920445440,(Disclaimer: I want to acknowledge my relatively shallow knowledge of contemporary Indian politics &amp; personal unwil… https://t.co/OAhQAKi4CM,Jade Parker
1338823786506952711,"@_tillage_ @JuliaHB1 @Dazmondo Well, you are. Because - well - I’ve just explained it above. You can pretend you ar… https://t.co/VlL362XNki",Balthazar King
1338823786100043776,"He was never hired by the American people.  Maybe by the Russian people...

https://t.co/7aZfRqwI9S",Tony Anthony
1338823785374478348,"RT @SangerNYT: Sometime the news is in the news, and sometimes it is in the silences. Here, the silence from the President, the White House…",Deirdre Shesgreen
1338823783944245249,"@realDonaldTrump 

@GeraldoRivera says you starting to look like a sore loser. Let it go. You lost. 

https://t.co/N1PJ1FP0Yt",NastyPRWoman 🇱🇷🇵🇷🌴✌
1338823781129875456,"RT @ABC: ""In America, politicians don’t take power, people grant power to them,"" Joe Biden says in remarks after clinching victory in the E…",ابراهيم محمد عبد الرحمن الحمدان
1338823781087924227,@bmgray007 @georgeeaton Sadly politics continues to dominate...  In Netherlands for example official health ministe… https://t.co/dqyxGyO7N2,Boris The Cat
1338823777828933632,RT @AndrewSparrow: All secondary schools in England to get rapid result tests from January to reduce need for self-isolation - https://t.co…,Mutley
1338823776503554048,RT @CNN: The Trump administration will sanction Turkey for its purchase of a Russian surface-to-air missile system more than a year after A…,Matthew ❼
1338823775249379329,Politics is a dangerous game and politicians are vrry selfish people ask my @KiruiChebet8,Andrew Suleh MD
1338823773458411521,@SpeakerPelosi Do you have a Heart??? If so it's not BROKEN FOR US ( it's broken for Big BUSINESSES &amp; Cuomo ). You… https://t.co/d1WYrHH0fI,Richard L Watson
1338823772799897602,"Agreed. @SandalsResorts , don’t let them influence you. I remember going to a Sandals, shopping at Target, eating a… https://t.co/Xd6yB7FrCh",🇺🇸Anna {MEDIA ≠ truth}🇺🇸
1338823771147427841,"RT @NYDailyNews: America voted. The Supreme Court ruled. Now, the Electoral College affirms Biden's win over conspiracy-mad president...

I…",Lucille
1338823770639912960,"President-Elect Must Leave Lasting Legacy – Leader Of GCPP .... https://t.co/FX5M35MnUG @peacefmonline 

#GhanaHasDecided 
#TrustNanaAddo",adjoa saah
1338823765883383808,RT @CNN: The Trump administration will sanction Turkey for its purchase of a Russian surface-to-air missile system more than a year after A…,Umadevi Pavuluri
1338823763413118978,"@ranzivino22 @NJ_Politics Um he was impeached. I kno u trump supporters have a hard time w/facts vs lies, but this… https://t.co/BJW07K25Iv",Meliss
1338823763136221185,"RT @NYDailyNews: America voted. The Supreme Court ruled. Now, the Electoral College affirms Biden's win over conspiracy-mad president...

I…",VonVictor V. Rosenchild
1338823759575343105,‘Good riddance’: Elizabeth Warren says outgoing attorney general William Barr made DoJ more corrupt https://t.co/hUK8r1siOk,Y THO
1338823756152762368,Coronavirus: Greenwich schools told to reopen after threat of legal action over switch to online learning… https://t.co/MJe1I20IA6,Stephanie Migot
1338823754479243265,"RT @kylegriffin1: A Washington state elector who said he's very ill spoke passionately about casting his vote for Biden.

""I was told there…",Khyros_777
1338823754235981826,"RT @CNN: A bevy of Senate Republicans, after refusing for weeks to acknowledge Joe Biden's victory in the presidential race, still wouldn't…",unstoppable😎😎😎
1338823754110078976,"RT @NicholsUprising: Biden has a 7M+ popular vote margin.

Biden has a 306-232 electoral vote margin.

Biden’s won a higher % of vote than…",April Green
1338823753778737154,maureen commented: 'Hogan never forgot what it meant to be a republican and is outraged that tr...' https://t.co/BJkJwaZZfY,Maureen
1338823753522946048,RT @ABC: Retiring Rep. Paul Mitchell of Michigan says he is leaving the Republican Party and becoming an independent over his disgust with…,MomsGarden
1338823752008740871,"RT @TPDatBLT: Trump, who often portrayed liberal protesters as ‘thugs,’ is silent on violence among his supporters - The Washington Post ht…",Katie #ThankYou
1338823751648104448,"RT @LouGarza86: Gotta love how Trump is so hellbent to take credit for the vaccine he called a hoax...

https://t.co/nhyadOWHcj",Jo C E
1338823748212961280,"RT @CNN: ""On a day of hope, tragedy and constitutional affirmation, the United States could at last sense eventual deliverance from the twi…",Nancy A. Kenner
1338823744270323713,"RT @HumzaYousaf: The far-right turned up at my constituency office with a banner displaying the words:

""It's okay to be White"" &amp; ""All live…",Ben Herschell
1338823743557218306,"RT @UKLabour: Too many families are facing hardship this Christmas because of our failing social security system. Let's change it.

https:/…",Andrew Whitaker
1338823739308437505,"RT @wesrap: TX presidential electors cast all 38 votes for Trump &amp; Pence... they also voted to ""condemn"" SCOTUS tossing out TX election law…",Jeremiah Simpson✈️🦀
1338823736288534530,RT @JackPosobiec: Trump Wins One of Two Wisconsin Supreme Court Decisions today  https://t.co/jwxGTKQjzp,Shulammite
1338823736217235458,RT @freep: BREAKING: Judge orders release of report examining Antrim County vote tabulators https://t.co/MxscxgyW75,Yellow Capital
1338823735772553219,@technoglyf @JoyAnnReid This apparently was worth trying to subvert democracy and causing dangerous division. https://t.co/vDdEFruCE8,Eroding New Zealand
1338823735743311872,"RT @BenjaminClip: @MaDTruthSeekeR @PuttyTop5 @haroldhoddy73 @freep #FakeNews 

Facts matter. 

https://t.co/ySfPVUQQYR",DW King
1338823735189499906,RT @Shehzad_Ind: So AAP in Delhi notified the new farm laws and in its 2017 Punjab manifesto promised private push to agri markets and amen…,Vipulkedia
1338823733868441602,RT @Dorianlynskey: All I want for Christmas is for one terrible person in politics or the media to face some kind of consequences for their…,✨Brookey Silverhand✨🌹 she/her
1338823730622029826,"RT @TiffanyDCross: Let's just remember that many of these ""conservative"" ideologies was the food that helped fuel the monster that is now e…",CillaTheMusicLover
1338823727560200192,Covid Christmas bubbles plan branded a 'major error that will cost many lives' https://t.co/WLBnpbbfiP,Heather 3.5% #WeShallOvercome #ResistRejoin🇪🇺
1338823725794332672,"RT @kaitlancollins: For NSA Director Gen. Nakasone, the attack ranks among the biggest crises of his time in office...He'll have to answer…",Gary Kerner
1338823722426241024,"RT @TiffanyDCross: Let's just remember that many of these ""conservative"" ideologies was the food that helped fuel the monster that is now e…",Holly
1338823722128404480,RT @FoxNews: Attorney General Barr resigns https://t.co/akIHULna5b,Ｒｏｃｋｙ
1338823721994366976,RT @Dorianlynskey: All I want for Christmas is for one terrible person in politics or the media to face some kind of consequences for their…,Mister Scratch
1338823721944018946,PS I would love for someone clued up in American politics to explain this to me in simple terms! 😅,Stephen Cole 🎄🎅
1338823721725911040,"RT @TheOnion: . @Jim_Jordan, you have served your country well, fighting against the scourge of Democracy as well as the menace of exposing…",never forget who voted for him & why
1338823721402953731,"Video mark 1:24 @MarkRamseySREC7 

Embarrasses himself and the State of Texas. He mistakenly and arrogantly seems t… https://t.co/AO6TCQMbZb",#EspeciallyAFemale
1338823719863660544,RT @AP: The Electoral College has finished voting to solidify Joe Biden’s victory in the presidential election. With Hawaii reporting its e…,Delores Handy
1338823719276449793,RT @Dorianlynskey: All I want for Christmas is for one terrible person in politics or the media to face some kind of consequences for their…,The Fly Knows
1338823717539942401,"RT @TheLastWord: Congress reaches make-or-break week on coronavirus relief, with deal elusive https://t.co/jjw7E0pp3j https://t.co/SHqoqBNR…",Anonymous
1338823715748982785,Florida seeks to sanction ‘Grim Reaper’ attorney who sued to close beaches over COVID https://t.co/FZa0EOCFc1 Flori… https://t.co/OQqi3RElYP,Ron Rabatsky
1338823714712870917,"Loeffler condemns White supremacist after taking photo with him
https://t.co/YUXV60Xjhc",bleu
1338823712825544711,RT @Dorianlynskey: All I want for Christmas is for one terrible person in politics or the media to face some kind of consequences for their…,thank you Stacey Abrams
1338823712724967424,"RT @Lon_S_J: Another Russian Hack breached several Federal Agencies.
Trump fired the head of Dept of Homeland Security's Cybersecurity. 
Co…",Marilyn Sarelas #ResistTotalitarianism
1338823712171319296,RT @BenSpielberg: Joe Biden will find Pete Buttigieg a role because Pete helped Biden beat Bernie. This is how Democratic Party politics wo…,Cherry 🌹
1338823710904639488,@MrBrownsEtc Politics ages you,Adam Jogee
1338823706357854208,RT @BJP_for_MCGM: Shocking😱  A completely Vendetta politics &amp; misuse of power  &amp; govt machinery. If true  ?,Narendra Mody
1338823705682718720,RT @john4brexit: Norway wants to get OUT of ‘bad deal' with EU- Brussels hit by huge new blow ahead of vote https://t.co/CxXYzHnluB,TRUTHER-NEWS in association with TPP
1338823705280065540,RT @firefly909: Terminally ill Washington elector breaks down after casting Biden vote: ‘I was glad to do my duty’ https://t.co/RANN9vQyUg…,E Film Productions
1338823704676077569,"@cstross Wait - are we supposed to keep politics out of art, or art out of politics? I forget who’s the daddy now.",Daniel
1338823704265035776,"Master sailor from Manitoba goes missing after falling overboard, says military https://t.co/m5XLPewGFY https://t.co/QXUOrUm0Mv",CTV News
1338823702729924616,RT @SPIRALlZE: unironically love when people just lie. like not about stuff that matters like politics or serious issues but when people ar…,♔CHULIP BRAINROT !! || commissions open ! ♔
1338823701819699201,"“The biggest concern I have is that people here genuinely believe that somehow this election was stolen, and there’… https://t.co/r5nk1fPuVJ",Shibley Telhami
1338823701614252033,RT @CNN: The Trump administration will sanction Turkey for its purchase of a Russian surface-to-air missile system more than a year after A…,njmike731
